4P_Order	Order_date	Shipping_date	Shipping_revenues	Shipping_cost	Carrier/Class	TRK	weight	zip	order_total	Ins
44934	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92258388	1.31	55417	73.9	61.96
44935	8/7/2019	8/7/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710290687267	0.38	24401	64.71	42
44936	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	02184	24.87	20.97
44937	8/7/2019	8/7/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96315595	3.25	43081	72.85	59.98
44938	8/7/2019	8/7/2019	23.47	16.3	UPS/UPS 2nd Day Air	1Z1A1V710297622859	4.81	33950	258.41	234.94
44939	8/7/2019	8/7/2019	18.55	12.88	UPS/UPS Ground	1Z1A1V710390023570	2.31	90038	66.53	47.98
44940	8/7/2019	8/7/2019	17.28	12	UPS/UPS Ground	1Z1A1V710393223661	1.38	92262	77.25	59.97
44941	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	94116	48.87	44.97
44942	8/7/2019	8/7/2019	17.88	12.42	UPS/UPS Ground	1Z1A1V710392991128	2.81	84010	108.82	90.94
44943	8/7/2019	8/7/2019	22.69	15.76	UPS/UPS Ground	1Z1A1V710393047512	3.31	65270	92.66	69.97
44944	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	90036	35.87	31.97
44945	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	85032	122.9	119
44946	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	32836	19.88	15.98
44947	8/7/2019	8/7/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95344314	1.44	30309	143.72	122.98
44953	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	21742	53.89	49.99
44954	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94344996	1.75	10011	92.88	80.94
44955	8/7/2019	8/7/2019	11.94	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97523251	1	76549	43.9	31.96
44956	8/7/2019	8/7/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91983328	3.38	32810	111.81	98.94
44957	8/7/2019	8/7/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710292474582	0.94	79407	110.69	87.98
44958	8/7/2019	8/7/2019	13.09	10.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98388156	3.19	94134	96.02	82.93
44959	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95425932	1.19	64055	97.93	85.99
44960	8/7/2019	8/7/2019	15.29	10.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90959428	3.38	91505	89.25	73.96
44961	8/7/2019	8/7/2019	18.22	12.24	UPS/UPS Ground	1Z1A1V710398052266	3.31	19720	195.12	176.9
44962	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	34222	33.89	29.99
44963	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	13815	122.9	119
44964	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96937959	1.75	18938	118.9	106.96
44965	8/7/2019	8/7/2019	10.97	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98334338	1.75	38305	106.95	95.98
44966	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.06	64114	25.9	22
44967	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98061267	1.25	25311	140.69	128.98
44968	8/7/2019	8/7/2019	17.45	12.5	UPS/UPS Ground	1Z1A1V710395418671	3.19	80260	160.38	142.93
44969	8/7/2019	8/7/2019	18.03	12.52	UPS/UPS Ground	1Z1A1V710396290888	11.13	22206	493.85	475.82
44970	8/7/2019	8/7/2019	13.44	9.33	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99871514	3.44	10018	85.41	71.97
44971	8/7/2019	8/7/2019	19.56	13.58	UPS/UPS Ground	1Z1A1V710396492419	3.25	92544	89.53	69.97
44972	8/7/2019	8/7/2019	15.36	10.67	UPS/UPS Ground	1Z1A1V710399046324	2.06	13669	87.31	71.95
44973	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	98105	39.88	39.98
45100	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	11415	13.89	9.99
44974	8/7/2019	8/7/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95754087	3.5	63111	121.85	108.98
44975	8/7/2019	8/7/2019	16.04	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96113928	1.13	78733	74.01	57.97
44976	8/7/2019	8/7/2019	29.13	20.23	UPS/UPS 2nd Day Air	1Z1A1V710294431374	4.06	75209	146.07	116.94
44977	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	73170	26.89	22.99
44978	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	60640	20.88	16.98
44980	8/7/2019	8/7/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710399480828	5.38	33304	246.06	233.94
44979	8/7/2019	8/7/2019	23.96	16.64	UPS/UPS Ground	1Z1A1V710393585146	3.13	98252	69.91	45.95
44982	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	92025	53.87	49.97
44983	8/7/2019	8/7/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710392871623	0.5	20001	49.67	32.97
44984	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	95348	13.89	9.99
44985	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	60640	12.89	8.99
44986	8/7/2019	8/7/2019	16.95	11.6	UPS/UPS Ground	1Z1A1V710396577668	1.69	07304	129.9	112.95
44987	8/7/2019	8/7/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710393810553	0.94	39211	44.67	27.97
44988	8/7/2019	8/7/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93199315	2.69	98118	115.25	100.94
44989	8/7/2019	8/7/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98716685	2.81	02302	106.72	93.95
44990	8/7/2019	8/7/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710294119177	0.81	75201	72.68	49.97
44991	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710395245689	0.75	73120	60.67	43.98
44992	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	07646	19.88	15.98
44993	8/7/2019	8/7/2019	13.33	9.26	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99593397	5	72756	129.3	115.97
44994	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710397016986	0.94	11374	84.67	67.98
44995	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710392655214	0.5	02904	46.68	29.99
45012	8/7/2019	8/7/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98790612	2.44	20002	152.25	139.97
44997	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710394584896	1.56	36111	86.63	69.94
44998	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	07753	23.88	19.98
44999	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	46237	13.89	9.99
45000	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2613E+25	1.13	20906	23.88	19.98
45001	8/7/2019	8/7/2019	19.32	13.42	UPS/UPS Ground	1Z1A1V710395625349	9.13	10470	254.95	261.81
45002	8/7/2019	8/7/2019	21.4	14.86	UPS/UPS Ground	1Z1A1V710392042439	7.25	97211	169.31	147.91
45003	8/7/2019	8/7/2019	13.44	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95193059	2.75	64055	73.42	59.98
45004	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	28713	23.88	19.98
45005	8/7/2019	8/7/2019	0	11.6	UPS/UPS Ground	1Z1A1V710397231190	0.69	30087	1.34	0
45006	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95603141	1.5	54304	50.15	44.95
45007	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398543066	0.81	91750	74.62	57.93
45008	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2613E+25	1.13	92270	23.88	19.98
45009	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	19380	28.87	24.97
45013	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97293036	1.5	60626	56.7	49.99
45010	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	49007	83.88	79.98
45014	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92959568	1.63	32817	73.68	61.97
45015	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2613E+25	1.06	75220	78.89	74.99
45016	8/7/2019	8/7/2019	10.97	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99249714	1.63	37211	102.94	91.97
45018	8/7/2019	8/7/2019	16.1	11.18	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97613458	4.19	94015	152.08	135.98
45019	8/7/2019	8/7/2019	15.34	11.05	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99800126	2.38	27953	113.29	97.95
45020	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	73112	23.88	19.98
45021	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	47201	33.89	29.99
45022	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	31405	15	9.99
45023	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99057270	1.75	02171	93.52	95.98
45024	8/7/2019	8/7/2019	12.77	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91650535	1.56	10065	162.74	149.97
45025	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	11216	68.9	65
45026	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93191368	1.19	21045	97.7	85.99
45027	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	85712	122.9	119
45028	8/7/2019	8/7/2019	53.14	57.38	UPS/UPS Ground	1Z1A1V710396138703	49.88	73110	595.09	270.98
45029	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	75223	33.89	29.99
45035	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.88	97218	29.87	25.97
45030	8/7/2019	8/7/2019	33.71	23.41	UPS/UPS 2nd Day Air	1Z1A1V710297107979	4.25	95131	225.66	191.95
45031	8/7/2019	8/7/2019	10	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97687987	3	33304	59.99	49.99
45036	8/7/2019	8/7/2019	21.83	15.16	UPS/UPS 3 Day Select	1Z1A1V711299839997	1.06	08109	104.81	82.98
45032	8/7/2019	8/7/2019	18.03	12.72	UPS/UPS Ground	1Z1A1V710396388569	12.25	60103	186	167.97
45033	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92506485	1.19	23507	97.7	85.99
45034	8/7/2019	8/7/2019	15.57	10.81	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92562656	1.25	51034	111.55	95.98
45037	8/7/2019	8/7/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90225194	1.44	79936	82.4	69.99
45038	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	20186	53.88	49.98
45039	8/7/2019	8/7/2019	14.37	9.72	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95749744	4.56	75219	134.33	119.96
45040	8/7/2019	8/7/2019	42.94	69.95	UPS/UPS Ground	1Z1A1V710396630840	39	44241	484.93	147.33
45041	8/7/2019	8/7/2019	17.55	12.19	UPS/UPS Ground	1Z1A1V710399773600	12.44	28104	537.54	519.99
45042	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92615465	1.44	60417	71.98	66.97
45043	8/7/2019	8/7/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91162689	2.5	10033	68.74	55.97
45044	8/7/2019	8/7/2019	14.37	9.98	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93225090	5.06	11201	151.11	151.93
45045	8/7/2019	8/7/2019	14.79	9.51	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96348505	1	67672	113.76	98.97
45101	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	36618	43.88	39.98
45046	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95247232	1.5	34112	68.66	56.95
45062	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96306765	1.25	46561	107.69	95.98
45049	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	37388	13.89	9.99
45051	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96465629	1.13	11102	74.87	62.93
45053	8/7/2019	8/7/2019	15.57	10.81	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90026739	1.19	49408	101.56	85.99
45054	8/7/2019	8/7/2019	18	12.24	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97298755	5	18635	122.92	104.92
45055	8/7/2019	8/7/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98320370	2.44	77584	152.24	154.97
45056	8/7/2019	8/7/2019	14	9.72	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98208644	4.75	73013	176.94	162.94
45057	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	01341	33.89	29.99
45058	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	10039	62.89	58.99
45059	8/7/2019	8/7/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96900130	2.13	94112	169.28	154.97
45063	8/7/2019	8/7/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98948890	1.19	80204	111.38	98.97
45060	8/7/2019	8/7/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710399146449	0.81	63137	74.7	58
45061	8/7/2019	8/7/2019	15.57	10.81	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94746605	1.25	05250	111.55	95.98
45064	8/7/2019	8/7/2019	16.95	11.77	UPS/UPS Ground	1Z1A1V710397248815	2.19	04106	128.93	111.98
45065	8/7/2019	8/7/2019	17.63	13.12	UPS/UPS Ground	1Z1A1V710395568554	10.94	75204	141.6	123.97
45066	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	55427	26.89	22.99
45067	8/7/2019	8/7/2019	15.94	11.07	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98186696	1.31	98926	85.87	69.93
45069	8/7/2019	8/7/2019	10.09	7.16	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94567479	2.19	37363	52.07	41.98
45070	8/7/2019	8/7/2019	16.7	11.59	UPS/UPS Ground	1Z1A1V710395539586	1.31	23513	60.65	43.95
45071	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	60657	23.88	19.98
45072	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	73013	33.89	29.99
45073	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98384963	1.81	27707	124.65	112.94
45074	8/7/2019	8/7/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90834759	2.06	92262	119.27	104.96
45075	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93255521	1.63	10010	91.88	79.94
45076	8/7/2019	8/7/2019	15.29	10.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96448282	3.13	90601	156.2	140.91
45077	8/7/2019	8/7/2019	14	9.72	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91145046	4.44	73012	102.98	88.98
45078	8/7/2019	8/7/2019	13.44	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98853223	2.69	02906	110.4	96.96
45079	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	12203	13.89	9.99
45080	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	92563	11.89	7.99
45081	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	36547	19.89	15.99
45082	8/7/2019	8/7/2019	14.37	9.98	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97039150	5.13	02170	85.28	70.91
45083	8/7/2019	8/7/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710391938956	0.94	30310	56.88	35.97
45084	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	20115	37.89	33.99
45085	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	36111	12.89	8.99
45088	8/7/2019	8/7/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95999108	1.44	85053	48.87	40
45089	8/7/2019	8/7/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98555242	2.81	76706	96.73	83.96
45090	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710399071092	1.13	32127	90.67	73.98
45091	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	21214	21.88	17.98
45092	8/7/2019	8/7/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96788950	1.31	92056	109.07	95.98
45093	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	92021	81.89	77.99
45095	8/7/2019	8/7/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94575719	3	90601	64.3	49.99
45096	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	64109	13.89	9.99
45097	8/7/2019	8/7/2019	13.09	7.58	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN91145240	0.63	94585	73.07	59.98
45102	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96852522	1.13	15203	57.68	45.97
45098	8/7/2019	8/7/2019	20.12	13.97	UPS/UPS Ground	1Z1A1V710397413047	5.25	98118	220.04	199.92
45099	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	10009	33.89	29.99
45103	8/7/2019	8/7/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96379428	1.44	91024	119.06	105.97
45104	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92290806	1.69	27612	84.69	72.98
45105	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	78244	17.88	13.98
45106	8/7/2019	8/7/2019	16.5	11.46	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90698880	1.94	89048	131.48	114.98
45107	8/7/2019	8/7/2019	10.86	7.54	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97874006	4.38	30329	168.26	144.94
45108	8/7/2019	8/7/2019	13.44	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90351619	2.94	18634	114.4	100.96
45109	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398073850	0.81	10025	68.66	51.97
45110	8/7/2019	8/7/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96443803	2.19	10032	131.73	118.96
45111	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	63379	33.89	29.99
45112	8/7/2019	8/7/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96851943	2.06	33617	85.25	72.97
45113	8/7/2019	8/7/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97723473	1.19	43004	97.7	85.99
45114	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	91770	12.89	9.99
45115	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	34759	13.89	9.99
45116	8/7/2019	8/7/2019	14.8	10.47	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97642195	7.5	02139	302.67	287.87
45117	8/7/2019	8/7/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95397795	1.31	77036	46.93	34.99
45118	8/7/2019	8/7/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97161437	2.75	46802	98.65	95.97
45119	8/7/2019	8/7/2019	14.6	10.14	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98102481	1.25	38387	108.55	93.95
45120	8/7/2019	8/7/2019	0	11.6	UPS/UPS Ground	1Z1A1V710397728538	0.75	33161	0	0
45121	8/7/2019	8/7/2019	17.47	12.13	UPS/UPS Ground	1Z1A1V710395405381	5.63	27701	163.43	145.96
45122	8/7/2019	8/7/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99867010	2.88	92532	88.24	73.93
45123	8/7/2019	8/7/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91794836	3.19	19901	137.82	124.95
45124	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	91770	12.89	9.99
45125	8/7/2019	8/7/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96021367	1.25	80602	117.4	104.99
45126	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	33068	26.89	22.99
45127	8/7/2019	8/7/2019	0	11.59	UPS/UPS Ground	1Z1A1V710397396932	0.5	14202	0	0
45128	8/7/2019	8/7/2019	35.81	24.87	UPS/UPS 2nd Day Air	1Z1A1V710296553293	7.5	02132	501.72	465.91
45129	8/7/2019	8/7/2019	23.49	15.48	UPS/UPS Ground	1Z1A1V710399869838	9	94122	251.31	227.82
45130	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	49505	13.89	9.99
45131	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	91770	12.39	9.99
45132	8/7/2019	8/7/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710396772778	1.94	32804	130.06	125.97
45133	8/7/2019	8/7/2019	14	9.72	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99645214	4.25	75219	117.95	103.95
45134	8/7/2019	8/7/2019	11.71	6.87	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN98082733	0.94	21201	43.67	31.96
45135	8/7/2019	8/7/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	91770	12.39	9.99
45136	8/7/2019	8/7/2019	13.44	9.33	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92626855	3.25	06360	104.43	90.99
45137	8/7/2019	8/7/2019	14	9.33	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93807729	3.75	64015	88.96	74.96
45138	8/7/2019	8/7/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710396035636	0.5	10014	111.12	99
42819	7/23/2019	8/8/2019	0	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	60546	0	0
45179	8/7/2019	8/8/2019	25.47	12.43	UPS/UPS Ground	1Z1A1V710396831712	11	70122	134.47	109
45180	8/7/2019	8/8/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	33782	15.89	11.99
45557	8/8/2019	8/8/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	76021	62.4	65
44750	8/7/2019	8/8/2019	12.77	7.15	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN97268115	0.81	64131	24.76	11.99
45181	8/7/2019	8/8/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	75692	33.89	29.99
44894	8/7/2019	8/8/2019	14.99	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90224828	1.81	94109	89.94	74.95
44899	8/7/2019	8/8/2019	77.36	60.06	UPS/UPS Ground	1Z1A1V710392627987	50.56	73112	571.35	256.99
45047	8/7/2019	8/8/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95901104	3.31	63017	194.83	181.96
45048	8/7/2019	8/8/2019	13.44	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93115084	2.19	66618	101.34	87.9
45068	8/7/2019	8/8/2019	77.36	66.23	UPS/UPS Ground	1Z1A1V710397344514	50.56	74104	591.34	256.99
45086	8/7/2019	8/8/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	33139	25.88	21.98
45501	8/8/2019	8/8/2019	18.58	12.9	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97625258	8.94	98387	333.53	314.95
45139	8/7/2019	8/8/2019	11.71	6.87	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN94585395	0.88	27701	96.68	84.97
45140	8/7/2019	8/8/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	33165	8.89	4.99
